Equipment,Operation,WO Type,Model Base,Problem Code,Failure Code,Cause Code,Action Code,Date,downtimeGross,pitHours,realDowntime,partsCost,repairHours,waitingHours
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC018,SEWA015,05/21/2024,0.50,0,0.50,$0.00,0.50,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC082,SEWA083,01/17/2024,1.00,0,1.00,$0.00,0.25,0.75
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA082,01/22/2024,0.58,0,0.58,$28.00,0.25,0.33
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA082,01/23/2024,0.58,0,0.58,$0.00,0.50,0.08
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA082,05/17/2024,0.17,0,0.17,$0.00,0.08,0.08
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/11/2024,1.92,0,1.92,$0.00,1.75,0.17
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/16/2024,0.58,0,0.58,$0.00,0.58,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/18/2024,0.50,0,0.50,$0.00,0.50,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/23/2024,0.33,0,0.33,$0.00,0.25,0.08
1011117,HEM SLEEVE MAN,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/08/2024,0.83,0,0.83,$0.00,0.83,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC111,SEWA030,05/29/2024,0.58,0,0.58,$0.00,0.25,0.33
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF019,SEWC166,SEWA155,03/21/2024,1.75,1,0.75,$0.00,0.75,1.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF019,SEWC172,SEWA161,04/01/2024,0.92,0.58,0.34,$0.00,0.33,0.58
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF021,SEWC193,SEWA185,03/19/2024,1.92,0,1.92,$0.00,0.50,1.42
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF021,SEWC193,SEWA185,04/11/2024,0.17,0,0.17,$0.00,0.17,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF022,SEWC195,SEWA184,03/18/2024,0.17,0,0.17,$0.00,0.17,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF022,SEWC195,SEWA184,04/04/2024,0.42,0,0.42,$0.00,0.42,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF022,SEWC195,SEWA184,05/27/2024,2.00,0,2.00,$0.00,2.00,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF022,SEWC195,SEWA184,06/06/2024,1.50,1,0.50,$0.00,1.50,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,04/22/2024,0.17,0,0.17,$0.00,0.17,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC211,SEWA203,05/16/2024,2.50,1.33,1.17,$0.00,2.50,0.00
1011117,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF022,SEWC195,SEWA184,01/11/2024,1.25,0,1.25,$0.00,0.50,0.75
1011370,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP001,SEWF001,SEWC001,SEWA001,05/28/2024,0.08,0,0.08,$4.96,0.08,0.00
1011370,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP002,SEWF001,SEWC018,SEWA015,05/16/2024,2.75,2.58,0.17,$0.00,1.00,1.75
1011370,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP002,SEWF001,SEWC021,SEWA018,01/02/2024,1.17,1,0.17,$0.00,0.42,0.75
1011371,HEM BOTTOM,Breakdown,VC2711,SEWP001,SEWF001,SEWC021,SEWA019,02/16/2024,1.08,0.92,0.16,$8.90,0.75,0.33
1011371,HEM BOTTOM,Breakdown,VC2711,SEWP001,SEWF001,SEWC246,SEWA236,02/15/2024,0.33,0.17,0.16,$0.00,0.17,0.17
1011371,HEM BOTTOM,Breakdown,VC2711,SEWP002,SEWF009,SEWC013,SEWA012,02/14/2024,0.25,0.08,0.17,$0.00,0.08,0.17
1011371,HEM BOTTOM,Breakdown,VC2711,SEWP002,SEWF009,SEWC100,SEWA095,01/26/2024,1.08,0.92,0.16,$14.72,0.83,0.25
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP001,SEWF001,SEWC001,SEWA001,05/28/2024,0.08,0,0.08,$4.96,0.08,0.00
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP001,SEWF008,SEWC082,SEWA083,02/28/2024,0.83,0.67,0.16,$62.80,0.58,0.25
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP002,SEWF001,SEWC026,SEWA027,04/24/2024,0.50,0.33,0.17,$0.00,0.25,0.25
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP002,SEWF009,SEWC013,SEWA012,04/26/2024,0.92,0.75,0.17,$48.96,0.33,0.58
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP002,SEWF009,SEWC013,SEWA012,05/15/2024,0.75,0.58,0.17,$0.00,0.33,0.42
1011371,HEM BOTTOM,Corrective Maintenance,VC2711,SEWP005,SEWF009,SEWC012,SEWA013,05/20/2024,0.83,0.67,0.16,$39.30,0.58,0.25
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC006,SEWA006,01/30/2024,1.00,0.83,0.17,$7.00,0.75,0.25
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC001,SEWA001,02/02/2024,0.83,0.67,0.16,$77.78,0.67,0.17
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC021,SEWA018,02/05/2024,1.00,0.83,0.17,$28.82,0.67,0.33
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC028,SEWA026,02/14/2024,1.92,0.58,1.34,$9.64,0.42,1.50
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC032,SEWA030,02/02/2024,0.25,0.08,0.17,$0.00,0.08,0.17
1011435,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC103,SEWA098,01/31/2024,0.83,0.67,0.16,$78.33,0.58,0.25
1011809,HEM SLEEVE,Breakdown,VC2700,SEWP001,SEWF001,SEWC005,SEWA005,06/05/2024,7.00,2.33,4.67,$14.72,7.00,0.00
1011809,HEM SLEEVE,Calibration,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,05/31/2024,0.58,0,0.58,$0.00,0.50,0.08
1011809,HEM SLEEVE,Calibration,VC2700,SEWP002,SEWF008,SEWC214,SEWA208,04/10/2024,1.08,0.83,0.25,$216.11,1.08,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC023,SEWA020,04/16/2024,0.50,0.25,0.25,$48.61,0.50,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF009,SEWC100,SEWA095,04/11/2024,1.00,0.83,0.17,$0.00,0.83,0.17
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC010,SEWA010,06/07/2024,0.75,0,0.75,$4.25,0.75,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA012,03/01/2024,0.58,0,0.58,$0.00,0.42,0.17
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA012,03/06/2024,0.92,0,0.92,$0.00,0.33,0.58
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA012,06/04/2024,2.92,0,2.92,$169.93,2.17,0.75
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA012,06/06/2024,0.67,0,0.67,$0.00,0.50,0.17
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC014,SEWA003,03/07/2024,0.50,0,0.50,$0.00,0.50,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC081,SEWA079,04/22/2024,1.67,0,1.67,$25.81,0.83,0.83
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA080,04/09/2024,0.42,0.33,0.09,$25.00,0.08,0.33
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,04/23/2024,0.67,0,0.67,$1.50,0.50,0.17
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC215,SEWA209,05/14/2024,0.25,0,0.25,$70.56,0.17,0.08
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC012,SEWA011,05/30/2024,1.75,0,1.75,$0.00,0.75,1.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,06/03/2024,2.00,0,2.00,$0.00,2.00,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA082,03/05/2024,3.83,0,3.83,$0.00,3.50,0.33
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,05/14/2024,0.25,0,0.25,$0.00,0.25,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,04/12/2024,0.92,0,0.92,$4.84,0.92,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF011,SEWC133,SEWA121,04/18/2024,0.17,0,0.17,$0.00,0.17,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF021,SEWC189,SEWA181,03/07/2024,0.33,0,0.33,$0.00,0.25,0.08
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC212,SEWA204,06/06/2024,1.32,0,1.32,$0.00,1.25,0.07
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC189,SEWA181,04/01/2024,1.00,0.5,0.50,$0.00,0.50,0.50
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC189,SEWA181,04/02/2024,1.00,0.83,0.17,$0.00,1.00,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC190,SEWA182,05/14/2024,0.50,0.25,0.25,$0.00,0.25,0.25
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC192,SEWA184,04/01/2024,0.33,0,0.33,$0.00,0.25,0.08
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC193,SEWA185,05/08/2024,0.58,0,0.58,$54.61,0.50,0.08
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF022,SEWC155,SEWA164,05/28/2024,0.75,0,0.75,$0.00,0.75,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF022,SEWC195,SEWA184,04/16/2024,1.00,0,1.00,$0.00,0.42,0.58
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF019,SEWC166,SEWA155,02/21/2024,5.33,0,5.33,$7.61,5.33,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF019,SEWC166,SEWA155,02/22/2024,2.67,2.58,0.09,$0.00,2.00,0.67
1011809,HEM SLEEVE,Breakdown,VC2700,SEWP002,SEWF025,SEWC206,SEWA198,01/23/2024,2.58,0,2.58,$71.69,2.50,0.08
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,02/15/2024,4.67,0,4.67,$0.00,0.25,4.42
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF008,SEWC082,SEWA083,02/19/2024,0.33,0,0.33,$0.00,0.33,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC081,SEWA079,01/02/2024,0.50,0,0.50,$25.00,0.50,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA080,02/02/2024,2.08,0,2.08,$25.00,0.33,1.75
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA081,01/18/2024,0.17,0,0.17,$0.00,0.17,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,01/24/2024,0.33,0,0.33,$0.00,0.08,0.25
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,02/21/2024,0.67,0,0.67,$0.00,0.67,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC092,SEWA009,01/09/2024,0.83,0,0.83,$0.00,0.67,0.17
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,02/06/2024,0.50,0.42,0.08,$10.85,0.50,0.00
1011809,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF011,SEWC135,SEWA123,02/14/2024,0.67,0,0.67,$0.00,0.42,0.25
1012929,HEM BOTTOM,Breakdown,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,02/26/2024,3.08,2.92,0.16,$0.00,3.00,0.08
1012929,HEM BOTTOM,Breakdown,VC2700,SEWP001,SEWF009,SEWC103,SEWA098,04/23/2024,0.92,0.75,0.17,$25.46,0.92,0.00
1012929,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,05/27/2024,0.08,0,0.08,$7.60,0.08,0.00
1012929,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF009,SEWC103,SEWA098,05/17/2024,0.67,0.5,0.17,$0.00,0.50,0.17
1012929,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF009,SEWC103,SEWA098,05/20/2024,1.00,0.83,0.17,$25.46,1.00,0.00
1012929,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC103,SEWA098,01/05/2024,1.17,1,0.17,$0.00,1.00,0.17
1012929,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC012,SEWA013,04/22/2024,0.17,0,0.17,$33.46,0.17,0.00
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,05/29/2024,0.08,0,0.08,$4.96,0.08,0.00
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF009,SEWC013,SEWA012,03/13/2024,0.50,0.42,0.08,$0.00,0.42,0.08
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA013,05/08/2024,0.75,0.75,0.00,$171.92,0.75,0.00
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,01/29/2024,0.75,0.67,0.08,$4.72,0.67,0.08
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,02/19/2024,0.67,0.58,0.09,$20.00,0.58,0.08
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,03/13/2024,1.08,1,0.08,$0.00,1.00,0.08
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/25/2024,1.08,1,0.08,$0.00,1.00,0.08
1012937,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC084,SEWA083,04/26/2024,1.08,1,0.08,$80.00,1.00,0.08
1012943,TOP STITCH,Corrective Maintenance,VC2711,SEWP002,SEWF001,SEWC001,SEWA001,02/08/2024,2.00,1.83,0.17,$19.52,2.00,0.00
1012943,TOP STITCH,Corrective Maintenance,VC2711,SEWP002,SEWF009,SEWC100,SEWA095,01/03/2024,0.50,0.33,0.17,$0.00,0.50,0.00
1012943,TOP STITCH,Calibration,VC2711,SEWP002,SEWF001,SEWC012,SEWA013,04/24/2024,0.02,0.02,0.00,$75.00,0.02,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,,,,,01/18/2024,1.17,0,1.17,$0.00,1.17,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA080,01/05/2024,1.00,0,1.00,$125.00,1.00,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,01/09/2024,0.50,0.42,0.08,$39.01,0.50,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,02/01/2024,0.50,0,0.50,$0.00,0.42,0.08
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,01/03/2024,0.83,0,0.83,$97.22,0.33,0.50
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,02/02/2024,4.58,0,4.58,$0.00,0.67,3.92
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF011,SEWC135,SEWA123,01/02/2024,0.58,0,0.58,$0.00,0.58,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF019,SEWC171,SEWA160,01/19/2024,1.08,1,0.08,$0.00,1.08,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF001,SEWC012,SEWA011,01/17/2024,1.17,0,1.17,$3.90,1.17,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF021,SEWC193,SEWA185,01/16/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP008,SEWF022,SEWC195,SEWA184,01/09/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP001,SEWF012,SEWC139,SEWA127,05/28/2024,0.33,0,0.33,$48.61,0.33,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA082,05/07/2024,0.75,0,0.75,$0.74,0.25,0.50
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,03/08/2024,0.50,0,0.50,$0.00,0.50,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,05/16/2024,2.00,0,2.00,$0.00,2.00,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,05/16/2024,2.00,0,2.00,$25.00,2.00,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,06/03/2024,2.00,0,2.00,$0.00,2.00,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF012,SEWC139,SEWA127,03/19/2024,0.42,0.33,0.09,$48.61,0.42,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,03/13/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,03/19/2024,0.33,0.25,0.08,$0.99,0.33,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,04/16/2024,0.25,0,0.25,$0.00,0.25,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,04/25/2024,0.33,0,0.33,$0.00,0.33,0.00
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,05/13/2024,1.83,0,1.83,$0.00,1.00,0.83
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,05/13/2024,0.67,0,0.67,$0.00,0.25,0.42
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,05/21/2024,2.75,0,2.75,$0.00,1.25,1.50
1012950,HEM SLEEVE,Corrective Maintenance,VC2700,SEWP002,SEWF025,SEWC207,SEWA199,05/21/2024,1.92,0,1.92,$0.00,1.75,0.17
1012953,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC100,SEWA095,02/02/2024,0.83,0.67,0.16,$0.00,0.50,0.33
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,05/29/2024,0.08,0,0.08,$2.96,0.08,0.00
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC001,SEWA001,01/02/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC001,SEWA001,02/08/2024,0.83,0.75,0.08,$0.00,0.75,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF003,SEWC013,SEWA012,03/05/2024,0.83,0.75,0.08,$0.00,0.75,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA002,03/06/2024,0.75,0.67,0.08,$0.00,0.67,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,01/25/2024,3.08,3,0.08,$0.00,3.00,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,03/13/2024,2.17,2.08,0.09,$0.00,2.08,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF019,SEWC167,SEWA156,01/31/2024,0.42,0.33,0.09,$44.78,0.33,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP005,SEWF009,SEWC013,SEWA012,01/30/2024,0.58,0.5,0.08,$4.50,0.50,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP005,SEWF009,SEWC013,SEWA012,03/11/2024,7.50,7.42,0.08,$14.80,7.42,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP005,SEWF019,SEWC167,SEWA156,01/18/2024,1.92,1.83,0.09,$41.28,1.83,0.08
1012967,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP005,SEWF019,SEWC167,SEWA156,01/31/2024,0.50,0.42,0.08,$0.00,0.42,0.08
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,05/28/2024,0.08,0,0.08,$4.96,0.08,0.00
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA013,04/11/2024,0.33,0.17,0.16,$0.00,0.33,0.00
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,04/22/2024,1.17,1,0.17,$0.00,1.00,0.17
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,04/23/2024,0.83,0.67,0.16,$20.00,0.33,0.50
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,04/24/2024,1.25,1,0.25,$59.61,1.08,0.17
1012991,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,04/25/2024,0.67,0.5,0.17,$0.00,0.50,0.17
1012991,HEM BOTTOM,Calibration,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,01/29/2024,0.08,0,0.08,$1.70,0.08,0.00
1012991,HEM BOTTOM,Calibration,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,03/07/2024,0.17,0.17,0.00,$43.08,0.17,0.00
1012991,HEM BOTTOM,Calibration,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,03/13/2024,0.50,0.5,0.00,$34.31,0.50,0.00
1012991,HEM BOTTOM,Calibration,VC2713,SEWP001,SEWF009,SEWC118,SEWA106,03/06/2024,0.08,0.08,0.00,$12.10,0.08,0.00
1012991,HEM BOTTOM,Calibration,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,02/07/2024,0.25,0,0.25,$4.50,0.17,0.08
1012993,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF008,SEWC082,SEWA083,01/10/2024,1.58,1.5,0.08,$0.00,1.50,0.08
1012993,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC017,SEWA013,06/05/2024,0.75,0.75,0.00,$0.00,0.75,0.00
1013017,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA013,03/14/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1013017,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,02/14/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1013017,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP006,SEWF001,SEWC032,SEWA030,01/08/2024,0.50,0.42,0.08,$0.74,0.50,0.00
1013044,HEM BOTTOM,Calibration,VC2713,SEWP002,SEWF009,SEWC159,SEWA125,02/07/2024,3.00,0,3.00,$0.00,3.00,0.00
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP001,SEWF011,SEWC136,SEWA124,01/29/2024,0.37,0.28,0.09,$0.00,0.37,0.00
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA013,01/09/2024,0.50,0.42,0.08,$19.98,0.50,0.00
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA013,02/20/2024,0.42,0,0.42,$11.28,0.42,0.00
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA013,04/15/2024,1.08,1,0.08,$0.00,0.25,0.83
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,02/06/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1013044,HEM BOTTOM,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,01/22/2024,1.00,1,0.00,$20.74,0.92,0.08
1013045,TOP STITCH,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,03/21/2024,0.58,0.5,0.08,$0.00,0.58,0.00
1013045,TOP STITCH,Breakdown,VC2700,SEWP001,SEWF001,SEWC046,SEWA238,03/07/2024,0.58,0.5,0.08,$0.00,0.58,0.00
1013045,TOP STITCH,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC017,SEWA013,02/15/2024,0.58,0.5,0.08,$0.00,0.58,0.00
